timestamp,status_postura,angulo_coluna_deg,pitch_cabeca_deg,shoulder_diff,duracao_postura_ruim_s,min_desde_ultimo_alongar
2025-10-21 20:29:54,ruim,4.82,-42.00,0.1105,2.4,0.4
2025-10-21 20:29:54,ruim,5.14,-41.08,0.1114,2.5,0.4
2025-10-21 20:29:54,ruim,5.25,-39.52,0.1111,2.6,0.4
2025-10-21 20:29:54,ruim,5.54,-37.57,0.1116,2.7,0.4
2025-10-21 20:29:55,ruim,5.40,-35.80,0.1111,2.8,0.4
2025-10-21 20:29:55,ruim,5.53,-34.38,0.1112,2.9,0.4
2025-10-21 20:29:55,ruim,5.59,-33.19,0.1125,3.0,0.4
2025-10-21 20:29:55,ruim,5.68,-32.15,0.1126,3.0,0.4
2025-10-21 20:29:55,ruim,6.01,-30.97,0.1158,3.1,0.4
2025-10-21 20:29:55,ruim,6.67,-29.70,0.1251,3.2,0.4
2025-10-21 20:29:55,ruim,6.65,-27.90,0.1270,3.3,0.4
2025-10-21 20:29:55,ruim,6.58,-25.28,0.1280,3.4,0.4
2025-10-21 20:29:55,ruim,6.59,-23.64,0.1271,3.5,0.4
2025-10-21 20:29:55,ruim,6.52,-22.10,0.1257,3.5,0.4
2025-10-21 20:29:55,ruim,6.43,-21.34,0.1252,3.6,0.4
2025-10-21 20:29:55,ruim,6.22,-20.43,0.1205,3.7,0.4
2025-10-21 20:29:56,ruim,6.05,-19.40,0.1206,3.8,0.4
2025-10-21 20:29:56,ruim,6.04,-18.82,0.1222,3.9,0.4
2025-10-21 20:29:56,ruim,5.52,-18.23,0.1175,4.0,0.4
2025-10-21 20:29:56,ruim,5.34,-17.56,0.1169,4.0,0.4
2025-10-21 20:29:56,ruim,5.27,-16.53,0.1170,4.1,0.4
2025-10-21 20:29:56,ruim,5.24,-16.10,0.1170,4.2,0.4
2025-10-21 20:29:56,ruim,5.21,-15.67,0.1174,4.3,0.4
2025-10-21 20:29:56,ruim,5.64,-15.57,0.1203,4.4,0.4
2025-10-21 20:29:56,ruim,5.67,-15.39,0.1208,4.4,0.4
2025-10-21 20:29:56,ruim,5.60,-15.46,0.1179,4.5,0.4
2025-10-21 20:29:56,ruim,5.65,-15.55,0.1177,4.6,0.4
2025-10-21 20:29:56,ruim,5.67,-15.60,0.1176,4.6,0.4
2025-10-21 20:29:56,ruim,5.70,-15.62,0.1175,4.7,0.4
2025-10-21 20:29:57,ruim,6.02,-15.50,0.1177,4.8,0.4
2025-10-21 20:29:57,ruim,6.04,-15.18,0.1185,4.8,0.4
2025-10-21 20:29:57,ruim,6.07,-14.79,0.1198,4.9,0.4
2025-10-21 20:29:57,ruim,6.03,-14.41,0.1206,5.0,0.4
2025-10-21 20:29:57,ruim,6.04,-13.98,0.1217,5.5,0.4
2025-10-21 20:29:57,ruim,6.03,-13.73,0.1227,5.6,0.4
2025-10-21 20:29:57,ruim,5.98,-13.44,0.1247,5.6,0.4
2025-10-21 20:29:57,ruim,6.53,-13.09,0.1331,5.7,0.4
2025-10-21 20:29:58,ruim,7.09,-12.36,0.1797,5.8,0.4
2025-10-21 20:29:58,ruim,6.98,-11.84,0.1723,5.9,0.4
2025-10-21 20:29:58,ruim,9.41,-11.61,0.2513,6.0,0.4
2025-10-21 20:29:58,ruim,9.89,-11.81,0.2603,6.0,0.4
2025-10-21 20:29:58,ruim,9.60,-13.43,0.2044,6.1,0.4
2025-10-21 20:29:58,ruim,9.84,-15.24,0.1564,6.2,0.4
2025-10-21 20:29:58,ruim,10.65,-16.77,0.1679,6.2,0.4
2025-10-21 20:29:58,ruim,9.66,-18.66,0.1523,6.3,0.4
2025-10-21 20:29:58,ruim,6.43,-19.63,0.0948,6.4,0.4
2025-10-21 20:29:58,ruim,8.12,-20.95,0.1174,6.5,0.4
2025-10-21 20:29:58,boa,0.00,0.00,0.0000,0.0,0.4
2025-10-21 20:29:58,ruim,1.16,-20.23,0.0138,6.7,0.4
2025-10-21 20:29:59,ruim,1.30,-19.37,0.0143,6.8,0.4
2025-10-21 20:29:59,ruim,1.21,-18.40,0.0142,6.8,0.4
2025-10-21 20:29:59,ruim,1.04,-17.33,0.0131,6.9,0.4
2025-10-21 20:29:59,ruim,1.00,-16.27,0.0120,7.0,0.5
2025-10-21 20:29:59,ruim,1.20,-15.24,0.0128,7.1,0.5
2025-10-21 20:29:59,ruim,1.59,-14.26,0.0130,7.1,0.5
2025-10-21 20:29:59,ruim,1.77,-13.35,0.0126,7.2,0.5
2025-10-21 20:29:59,ruim,1.95,-12.53,0.0128,7.3,0.5
2025-10-21 20:29:59,ruim,1.90,-11.84,0.0126,7.4,0.5
2025-10-21 20:29:59,ruim,1.86,-11.26,0.0128,7.5,0.5
2025-10-21 20:29:59,ruim,1.87,-10.76,0.0122,7.5,0.5
2025-10-21 20:29:59,ruim,1.90,-10.25,0.0122,7.6,0.5
2025-10-21 20:29:59,ruim,1.94,-9.78,0.0118,7.7,0.5
2025-10-21 20:30:00,ruim,1.77,-9.34,0.0109,7.8,0.5
2025-10-21 20:30:00,ruim,1.70,-8.95,0.0091,7.9,0.5
2025-10-21 20:30:00,ruim,1.57,-8.64,0.0073,8.0,0.5
2025-10-21 20:30:00,boa,1.40,-8.26,0.0061,0.0,0.5
2025-10-21 20:30:00,boa,0.96,-7.93,0.0040,0.0,0.5
2025-10-21 20:30:00,boa,0.78,-7.43,0.0041,0.0,0.5
2025-10-21 20:30:00,boa,0.77,-7.31,0.0041,0.0,0.5
2025-10-21 20:30:00,boa,0.60,-7.19,0.0003,0.0,0.5
2025-10-21 20:30:00,boa,0.67,-6.75,0.0020,0.0,0.5
2025-10-21 20:30:00,boa,0.58,-6.18,0.0100,0.0,0.5
2025-10-21 20:30:00,boa,0.30,-4.58,0.0125,0.0,0.5
2025-10-21 20:30:00,boa,0.43,-3.57,0.0161,0.0,0.5
2025-10-21 20:30:01,boa,0.42,-2.82,0.0160,0.0,0.5
2025-10-21 20:30:01,boa,0.38,-1.63,0.0184,0.0,0.5
2025-10-21 20:30:01,boa,0.46,-1.43,0.0170,0.0,0.5
2025-10-21 20:30:01,boa,0.52,-0.59,0.0133,0.0,0.5
2025-10-21 20:30:01,boa,0.72,-1.83,0.0131,0.0,0.5
